title,url,summary,analyzed_content,tone,emotion,personality_hint
CMC関節症とヘバーデン結節、グシャール結節など,https://oatcs.net/oat/archives/779,以前もリラキシンのところで投稿させてもらいましたけど、最近本当にこの関節症の治療を行う機会が多いです。嬉しいことに先日は主訴がCMC関節症の方がいらっしゃいました。通常うちのような治療院では主訴としてではなく2次的な症状… 続きを読む →,著者は最近、関節症の治療に多く関わり、特にCMC関節症の患者に対して効果を実感できることに喜びを感じている。,ポジティブ,喜び,著者は治療に対して熱心で、患者の改善に対する喜びを大切にする情熱的な人柄が伺える。
今日の気づきと反省,https://oatcs.net/oat/archives/777,気づきですが、付け根の表O-ポイントに鍼を打っている最中に「腕が重くてだるいです」って。一瞬なんで❓と思ったのですが、表O-ポイントに打つと膝裏がベットに近づくのと同時に上半身も沈んでくるのでおそらく小胸筋が伸長されたの… 続きを読む →,鍼治療中に患者が腕の重さを訴えたことから、治療の影響を考察し、反省を述べている記事。,考察的,反省,著者は思慮深く、患者に対する配慮を大切にする性格である。
1つ発見しました‼️2022/05/08現在の「O-ポイント」♯3,https://oatcs.net/oat/archives/775,前回1つ発見しました‼️ 2021/04/03現在の「O-ポイント」♯2を投稿しましたが、今回7個目のＯ-ポイントを発見しました。気づき始めたのは先月の中旬でした。私のこだわりで膝関節痛に対して膝蓋骨周辺に鍼をするのは好… 続きを読む →,著者は膝関節痛に対する新たな治療法として膝蓋骨上縁のO-ポイントへの鍼治療を発見し、その効果を報告している。,知的,興奮,著者は患者のために常に新しいアプローチを模索し、実験的な態度を持つ探究心旺盛な性格である。
今更ですが・・・ぶら下がり健康器についての持論,https://oatcs.net/oat/archives/773,ぶら下がり健康器にぶら下がることによっての効能とは単純に筋肉のストレッチではないかと思います。とするとバンザイをすると伸ばされる筋肉の代表としては広背筋、肩甲挙筋などです。逆に縮む筋肉は斜角筋、棘上筋、棘下筋、腹横筋、腸… 続きを読む →,ぶら下がり健康器の利用は筋肉のストレッチに効果があるが、個々の筋肉の状態を理解した上で行う必要があることを述べている。,説明的,注意,著者は慎重かつ分析的な性格で、健康に対する意識が高いようだ。
肩関節内旋障害（筋・筋膜障害として）と前腕の回内動作前腕骨間膜変位との関係,https://oatcs.net/oat/archives/770,肩関節の内旋障害になっている人の多くは筋的には棘上筋や棘下筋、小円筋の短縮が原因で伸長できない状態になって内旋できないでいます。無理に内旋動作を繰り返すと大円筋や肩甲下筋が過剰短縮を起こして2次的な痛みになることもしばし… 続きを読む →,肩関節の内旋障害は、主に筋肉の短縮や前腕の回内障害が原因で生じることがあり、治療には特定のアプローチが必要であることを述べています。,専門的,課題感,著者は専門知識を持ち、問題解決に向けて積極的に取り組む姿勢が伺えます。
股関節変位と浮腫（ムクミ）との関係,https://oatcs.net/oat/archives/767,以前から疑問に思ってたのですが、下肢がむくむ人って比較的内股の人が多い印象を受けます（循環器疾患による浮腫は例外として）ガニ股Ｏ脚の人でむくんでいる人あまり見かけたことないんです。股関節内旋位に傾いている人っておそらく腹… 続きを読む →,下肢のむくみと内股の関連について考察し、浮腫改善のヒントを探る内容。,考察的,興味,著者は医学や身体に関する知識を深めたいと考えている探求心旺盛な性格。
発見しました‼️ リスフラン関節前方変位のMAXIS 2,https://oatcs.net/oat/archives/765,以前から気になっていたんです。足の甲が高い人っていらっしゃいますよね　殆どがリスフラン関節の前方変位ではないかと思ってます。損傷のタイプとして多いのが爪先立ちした状態からの前方への過滑り、足首の前方捻挫です。バレエをなさ… 続きを読む →,足の甲が高い人の原因としてリスフラン関節の前方変位を考え、治療法の改善を模索している内容。,専門的,希望,著者は、患者のために新しい治療法を探求する真剣な姿勢を持つ人物である。
関節矯正後の違和感を先回りして説明しておく,https://oatcs.net/oat/archives/763,関節矯正を行う前の処置については「関節矯正の前処置について♯1」に書いてありますが、矯正後に関しては投稿してませんでしたので今回書かせてもらいます。矯正直後に起こる反応や感想として多いのが「滑らかになる」「軽くなる・スム… 続きを読む →,関節矯正後に多くの人が感じる反応や、筋膜痛の可能性について説明しています。,説明的,注意,著者は専門的な知識を持ち、読者に対して配慮を忘れない慎重な性格を持っていると思われます。
歪みの治療は本人のやる気が一番,https://oatcs.net/oat/archives/761,よくご自分のお子さんの身体を心配して猫背だからとか、Ｏ脚っぽいからということで連れて来られるケースが多々あります。その場合私が一番気にかけていることは、お子さんご本人の気持ちやる気です。　当然ご本人の気持ちでは来てないの… 続きを読む →,記事はお子さんの姿勢や身体の歪みについての治療において、本人の気持ちややる気を重視する重要性を述べています。,思いやり,理解,著者は子供の気持ちを大切にし、優しく寄り添う姿勢を持った人です。
勉強熱心で好奇心旺盛な ♯2,https://oatcs.net/oat/archives/756,前回（勉強熱心で好奇心旺盛な ♯1）投稿した学生さんです。　今回もたくさんの質問をいただきました。すごいですね　勉強熱心というか、治療学が好きなんですね。治療しながら色々疑問点に答えながら、時にはこちらから質問しつつ楽し… 続きを読む →,学生との治療学に関する楽しい対話を通じて、学びや疑問の深さを実感した様子が描かれています。,親しみやすい,喜び,著者は教育熱心で、他者との交流を大切にする温かい性格を持っていると推測されます。
お弟子を治療させてもらった件 ♯1,https://oatcs.net/oat/archives/750,昨日は約半年ぶりにお弟子のNさんを治療させてもらいました。　色々考えるわけです。せっかく来て頂いたのですから何かを持って帰ってもらいたい　お土産ですね。でも彼も治療家としてベテランの域に入っていますので、わざわざ教えるの… 続きを読む →,昨日、弟子のNさんを治療し、技術の習得には教わるだけでなく、自らのものにする過程が重要であると感じたことを綴った記事です。,教え導く,ワクワク,著者は経験豊富で、弟子に対しても成長を促す温かい性格を持っている。
脊柱管狭窄症の成り立ちについての持論,https://oatcs.net/oat/archives/748,この疾患名で間欠性跛行を併発している患者さんは多くいらっしゃいます。ではなぜ脊柱管狭窄症になったのでしょうか❓　年齢的な要素は置いといて、その人個人の疾患の成り立ち、原因を探すことが大事なんです。典型的な症状として腰椎の… 続きを読む →,脊柱管狭窄症の原因と症状、治療の目標について詳しく解説しています。,専門的,理解,著者は医学的知識が豊富で、患者の理解を深めようとする熱心な姿勢が伺えます。
最近また色々と・・・,https://oatcs.net/oat/archives/744,気になることが増えて来てまして、、、投稿が滞りつつありますので💦とりあえず以下の項目について今後投稿していきたいと思っています。 脊柱管狭窄症の成り立ちについての持論 本人のやる気が一番 関節矯正後の違和感や使いにくさを… 続きを読む →,著者は今後の投稿テーマをリストアップしており、特に脊柱管狭窄症や関節の問題に焦点を当てたいと考えている。,期待感,興味,著者は専門的な知識を持ち、読者に有益な情報を提供しようとする熱心な性格である。
今日は反省する日　でした。,https://oatcs.net/oat/archives/742,最近、気ぜわしいことを言い訳に患者さんに対する接し方、症状の説明の工夫や理解・共感の確認などがおざなりでした。つい臨床でオタク魂が炸裂してくるとつい患者さんに対する思いやりが減ってしまうのです。基本、私ってシングルタスク… 続きを読む →,患者への接し方を見直し、理解と共感を大切にすることに気づいた著者の満足感を綴った記事。,内省的,感謝,著者は自己反省を重ねながら成長を目指す思いやりのある性格。
関節矯正の前処置について♯3　最終回,https://oatcs.net/oat/archives/740,前回、「関節矯正の前処置について♯2」では関節矯正が必要な場合とそうではない場合を投稿させてもらいました。今回は前処置のやる場合とそうではない場合を投稿させてもらいます。関節の歪みがある場合、殆どの症例で筋・筋膜の硬さや… 続きを読む →,関節矯正における前処置の必要性やその進め方について、患者の症状に応じたアプローチの重要性を述べています。,専門的,反省,著者は患者の状態を重視し、柔軟な考え方を持つ慎重な性格の持ち主と推測されます。
関節矯正の前処置について♯2,https://oatcs.net/oat/archives/733,前回、「関節矯正の前処置について♯1」では関節矯正する際の前処理の重要性について投稿しました。今回はつづきで仕上げとして関節矯正を行う場合とそうではない場合についての持論を書かせてもらいます。関節の歪み（身体の歪みではな… 続きを読む →,関節矯正の前処置の重要性と、関節の歪みの原因を遺伝、外傷、複合の3つに分類し、MAXISという手法を用いた検査方法について述べている記事です。,専門的,重要感,著者は治療に対する情熱を持ち、独自の方法論を重視する探求心のある人物である。
自分のメンテナンス♯2（鍼治療）,https://oatcs.net/oat/archives/730,毎月第3木曜日の午後はお弟子のgさんにメンテナンスをしてもらっています。昨日もお互いの近況報告やら疑問点を確認し合いながら治療してもらいました。筋膜系の治療での筋膜矯正は線的に、鍼治療におけるNSPはあくまでも点的にが目… 続きを読む →,毎月のメンテナンスで治療を受けながらお互いの近況を報告し、続けることの大切さを実感している様子を綴った記事です。,フレンドリー,感謝,著者は自己成長に対して前向きで、他者との関係を大切にする思いやりのある性格を持っている。
関節矯正の前処置について♯1,https://oatcs.net/oat/archives/726,この件に関しては今後投稿していこうかなと思っています。この関節矯正の前処置ってとても大切なんです。私にとって関節矯正ってその症状を改善するための「仕上げ」なので、例えると朝起きた時の髪の毛のネグセは筋膜の癒着や筋肉の硬さ… 続きを読む →,関節矯正における前処置の重要性について、具体例を交えて説明している。,教育的,真剣,著者は専門的な知識を持ち、丁寧に伝えようとする熱心な性格の持ち主である。
MAXIS2を行っています♯2,https://oatcs.net/oat/archives/722,あれからほぼ毎日行っていますが、効果なかなか良いと思っています。　考えてみれば頚椎のMAXISと同じやり方・同じイメージでやればいいんですよね。でもいかんせん球関節には難しい・・・やってみた関節は肩関節、肘関節、上橈尺関… 続きを読む →,筋肉や関節のトレーニングを続けており、効果を感じているが、イメージの構築に課題を感じている。,前向き,努力,著者は向上心が強く、自己改善に熱心な性格である。
痛くなった「きっかけ」を休むか❓続けるか❓,https://oatcs.net/oat/archives/720,痛みを患って来た患者さんには必ず原因があります。（老化現象・血流不足・寒いから・暑いからは原因ではありません‼️）疾患名が同じでも原因は皆さん違います。ネットや情報誌には載っていませんよね。例えばテニスをやったら痛くなっ… 続きを読む →,痛みの原因は個々に異なり、「きっかけ」は重要ではないため、生活スタイルを変える必要はないと述べている。,教育的,確信,著者は患者の個別性を重視し、痛みの理解を深めることに情熱を持っている。
一つ発見しました‼️と言うか「気づき」の部類です 突き指のMAXIS♯2,https://oatcs.net/oat/archives/715,今までの突き指に対してのMAXISは関節中間位+しまりの姿位の状態で長軸圧をかける手技でした。今までもいくつかの気づきがありました。（突き指のMAXIS♯1）今回はこの症例をきっかけに新たな気づきがありました。それは軸圧… 続きを読む →,MAXISという手技に新たなアプローチを加え、患者に自動運動を行わせることで効果が向上したという気づきを紹介している。,専門的,発見,著者は新しい手法を試みることに積極的で、改善点を見つけることに喜びを感じる性格である。
最近のうれしかったこと,https://oatcs.net/oat/archives/712,このマニアックでオタクなブログを見てくださってる患者さんがいるみたいで本当ありがたいことです。この場をお借りして感謝申し上げます。ありがとうございます。 このブログは巷にある営業的なブログではなく、日々奮闘している未熟な… 続きを読む →,未熟な治療家が臨床の奮闘を綴る感謝のブログ。,カジュアル,感謝,著者は謙虚でありながらも、治療に対する情熱を持っている。
1つ発見しました‼️手関節のMAXIS♯1,https://oatcs.net/oat/archives/710,今回バージョンアップしたのは手関節底背屈障害に対してのMAXISです。今までは前腕の回内・回外の可動制限に対してはFDMによるリフォールディング・テクニックで対処してきました。手関節の底背屈障害に対してはモビリーゼーショ… 続きを読む →,手関節底背屈障害に対する新しいアプローチとして、手根中央関節の滑り不足を改善する方法を発見したという内容です。,想索的,迷い,著者は探求心が強く、新しい方法を模索する柔軟な思考を持っていると推測されます。
付け根の表Ｏーポイント改良〜骨盤底筋まで♯1,https://oatcs.net/oat/archives/706,初診時に付け根の表Ｏーポイントに鍼を打つ場合の股関節の位置はその患者さんのタイプのままに行います。（内転・外転・内旋・外旋それぞれのコンビネーション）数回行っていくと必ずその方の変位が改善してきますので、正しい位置に他動… 続きを読む →,初診時に股関節の位置を患者のタイプに合わせて調整し、鍼治療を行うことで改善を促す方法について述べています。,専門的,希望,著者は患者の状態を重視し、改善へ向けた積極的なアプローチを取る思いやりのある人物と推測されます。
次回セミナーは9/26になりました。,https://oatcs.net/oat/archives/703,私が講師を務めさせてもらうのは4回目の開催となる（株）セイリンさん主催のセミナーです。専門家向けなので毎回色々な質問をしてもらえるのがとても楽しみなんですよね。と言うか質問してもらうことに喜びを感じています。内容は鍼の専… 続きを読む →,著者はセイリン社主催の専門家向けセミナーで講師を務めることを楽しみにしている。,熱意,喜び,著者は質問を通じて参加者との交流を大切にし、情熱を持って教える姿勢が見受けられる。
1つ発見しました‼️ 2021/04/03現在の「O-ポイント」♯2,https://oatcs.net/oat/archives/701,前回2021/03/26現在の「O-ポイント」♯1を投稿しましたが、今回6個目のＯ-ポイントを発見しました。まだ3例ですが恐らく大丈夫だと思います。改善しにくいタイプの上腕骨外側上顆炎に対する外側上顆付近のＯ-ポイントで… 続きを読む →,著者は新たに上腕骨外側上顆付近の改善しにくい上腕骨外側上顆炎に対するO-ポイントを発見し、その効果を期待している。,専門的,感謝,著者は探求心が強く、患者への感謝の気持ちを大切にする人柄が伺える。
心因性腰痛についての持論,https://oatcs.net/oat/archives/695,数回腰痛治療で通院して頂いている患者さん。　2回目まで歪みを改善しつつ鍼を少しで行っていました。がしかし、3回目の時の患者さんの感想を聞いた時にふと違和感みたいなものを感じたんです。　そうそう、過去にも心因性腰痛なのにそ… 続きを読む →,患者さんの腰痛が心因性であることを見抜き、適切な治療を施して改善した経験について述べている。,親しみやすい,安堵,著者は患者に対して深い思いやりを持ち、治療に対して真剣に取り組む姿勢が伺える。
寝過ぎることによっての肩こり,https://oatcs.net/oat/archives/692,眼の手術を受けた後、しばらく寝ている時間（日中ゴロゴロ）が長くなったら肩こりがひどくなったと言う患者さん。もちろん触れば筋肉や筋膜が硬くなっている　けど　では何で肩が凝ったのか❓私が思うに重力の影響だと思っています。例え… 続きを読む →,眼の手術後に肩こりを訴えた患者に対し、重力の影響を考慮した治療法を提案し、効果を実感したという内容。,専門的,安堵,著者は患者の健康を第一に考え、科学的なアプローチを大切にする真摯な性格の持ち主である。
ふくらはぎ（下腿三頭筋）がツル（痙攣）理由について,https://oatcs.net/oat/archives/690,ネットやテレビでは水分不足や冷えなどが原因とよく聞きますが、私はそれらはあくまでも誘因の一種と思っています。と言うことはこの「ツル」原因は人それぞれ違うと言うことです。うちにいらっしゅる患者さんで多いタイプですが、例えば… 続きを読む →,筆者は、ふくらはぎの痙攣の原因は個々に異なり、水分不足や冷えだけでは説明できないと主張している。,知的,真剣,著者は専門的な知識を持ち、患者の個別の状況を重視する思慮深い性格である。
MAXIS発見の歴史 ♯3,https://oatcs.net/oat/archives/686,前回（MAXIS発見の歴史 ♯2）に続いてですが、直後効果は痛みが改善されるというより滑らかになる、潤滑する、関節液がきちんと液化して循環して関節腔を満たしてくれている　そんな感覚でした。この感覚を他の関節にも求めて、肘… 続きを読む →,直後効果による関節の潤滑感を求めて、他の関節にもアプローチし、優しい圧をかけることの重要性を述べている。,知的,希望,著者は探求心が強く、効率的な方法を模索する姿勢を持っている。
勉強熱心で好奇心旺盛な ♯1,https://oatcs.net/oat/archives/682,そんな素晴らしいスーパー高校生が治療に来ています。将来は医療従事者を目指していてスポーツ医学にも興味があるという。約1時間の質問攻め&治療を行いましたが、とても心地よい清々しい気持ちになりましたね。ありがとうござ… 続きを読む →,スーパー高校生が治療を受けながら、将来の医療従事者としての目標を持っていることを語った記事。,ポジティブ,感謝,著者は思いやりがあり、他者の成長を応援する温かい性格を持っている。
2021/03/26現在の「O-ポイント」♯1,https://oatcs.net/oat/archives/676,O-ポイントとは研究会のメンバー内での共通言語でして初代Ｏ-ポイントは肩でした。ここ最近3つ（3～5）増えましたのでここでまとめてみたいと思います。 1.　肩のＯ-ポイント　肩甲挙筋と後斜角筋の間 2.　臀部のＯ-ポイン… 続きを読む →,O-ポイントに関する新たな研究成果をまとめ、特定の筋肉や部位における治療効果について述べている。,専門的,希望,著者は熱心に研究を続ける探求心を持った専門家である。
嬉しかったこと2つ　反省1つ,https://oatcs.net/oat/archives/672,約1年ぶりに来院した患者さん。主訴はいくつかありまして、視診や問診しながら空間認知を感じつつ見立てます。この最初の5～10分が勝負です。では治療を始めましょう　としたら患者さんからうれしいお言葉をいただきました。「相変わ… 続きを読む →,1年ぶりに来院した患者さんとのコミュニケーションを通じて、自身の治療技術の進化を実感し、さらなる学びの意欲を抱く著者の姿が描かれています。,穏やか,喜び,著者は自己成長に対して真摯で、患者への思いやりを持つ性格が伺えます。
「痛いところ」と「悪いところ」,https://oatcs.net/oat/archives/667,昨日に続いて私が臨床を行う上で拘っていることです。患者さんは必ずと言っていいほど痛くなったきっかけを話してくれます。昨日の「きっかけ」と「原因」で書いた通りです。なおかつ押して痛い場所硬いところ、ゴリゴリしてるとこを痛み… 続きを読む →,著者は、患者が痛みの原因を訴える際の誤解を説明し、プロとしての責任を強調しています。,教訓的,信頼,著者は専門的な知識を持ちながらも、患者との信頼関係を大切にする思いやりのある性格が伺えます。
「きっかけ」と「原因」,https://oatcs.net/oat/archives/664,臨床を行なっていてこの二つのことにいつも拘っています。なぜかというと治療をシンプルにしたいからです。患者さんはその痛くなった「きっかけ」を訴えます。（不慮の事故は別）それを原因と思って聞いてしまうとその患者さんはいつまで… 続きを読む →,著者は患者の痛みの「きっかけ」と「原因」を理解し、治療をシンプルにすることに尽力している。,真剣,責任感,著者は患者に対して強い責任感を持ち、自己成長を重視する真摯な性格である。
腰部のMAXIS♯2,https://oatcs.net/oat/archives/662,腰部のMAXIS♯1の続きです。まだ1例ですけど、さっき発見しました。やり方は術者が肩上部に手掌を乗せ軽く腰椎椎間関節に軸圧をかけながら患者さんに「前屈・後屈」をやってもらう。決して自動運動の阻害になってはいけないと思う… 続きを読む →,腰椎椎間関節の治療法を試した結果、患者が軽くなったと感じたことを報告している。,実践的,喜び,著者は探求心が強く、患者の感覚を重視する柔軟な思考を持つ人物である。
自分のメンテナンス♯1（鍼治療）,https://oatcs.net/oat/archives/652,何年ぐらい前からかな　月に一度お弟子のイケメン鍼灸師Gさんに治療してもらっています。もちろんお互いの勉強になるし、近況報告をしあったり最近の気づきを語り合ったり　いわゆる治療談義ですね。治療家にとってとても大切な時間だと… 続きを読む →,著者はお弟子の鍼灸師Gさんとの治療談義を通じて、お互いに成長し合う重要性を述べている。,フレンドリー,喜び,著者は他者との関わりを大切にし、謙虚で学び続ける姿勢を持った人柄である。
SVOTの気づき♯8,https://oatcs.net/oat/archives/649,正座のSVOTを行う時に評価として上半身の回旋可動域の左右差を判断する方法として、術者が目を閉じて患者さんの肩上部に両方の手掌を軽く乗せた状態で回旋動作をしてもらうと無意識に行われるトリックモーションを感じることができる… 続きを読む →,正座のSVOT評価において、上半身の回旋可動域を術者が目を閉じて判断する方法について説明している。,専門的,知識,著者は実践的なアプローチを重視し、観察力が鋭い性格であると推測される。
頚椎のMAXIS♯4,https://oatcs.net/oat/archives/644,頚椎のMAXIS♯3の続きですが、あれからほぼ毎日行っています。今日は4人の患者さんに行ってみましたが、なかなかの好感触です。手掌から伝わる頚椎の椎間関節の列整がより鮮明になってきました。関節にかかる軸圧が弱いところを感… 続きを読む →,著者は頚椎のMAXIS♯3を使用し、患者への施術の効果や感触について述べている。,具体的,喜び,著者は患者の体験を大切にし、施術の効果に対して情熱を持っている。
もっとわかりやすい説明を,https://oatcs.net/oat/archives/642,日々の臨床でよく説明する機会がある、股関節の内転と内旋の違い、外転と外旋の違い。この違いは治療を行う上でとても大事で選ばれる筋肉も関節変位の成り立ちも全く異なるわけで・・・。大事だと思うと余計に説明がクドクなってしまい余… 続きを読む →,股関節の内転・内旋と外転・外旋の違いを説明することの重要性と難しさについて述べている。,誠実,謙虚,著者は患者に対する配慮が深く、伝え方に対して真摯に向き合う姿勢を持っている。
過去に教わった技術,https://oatcs.net/oat/archives/640,忘れること良くあります。何ででしょう　おそらく使う頻度が少ないとかでしょうか。先週、久しぶりに足根菅症候群の患者さんがいらっしゃいました。どうしても直ぐ後脛骨筋の問題と決めつけてしまいがちですが大事な組織「支帯」の存在を… 続きを読む →,著者は、足根菅症候群の治療において重要な「支帯」を忘れていたことを反省し、視野を広げたいと感じている。,反省的,恥ずかしさ,著者は自己反省を通じて成長を求める真摯な性格を持っている。
MAXIS発見の歴史 ♯2,https://oatcs.net/oat/archives/638,前回（MAXIS発見の歴史 ♯1）に続いてですが、肩関節腔に繋がっている感じをモニターした感触は未だにはっきりと覚えています。鉛筆が上肢としてその中にスーッと鉛筆の芯があるように軸を感じたんです。その長軸を押しすぎないで… 続きを読む →,著者は肩関節の感覚をモニターし、心地よい軸を保ちながら内旋外旋を試みた体験を共有している。,詩的,喜び,著者は感受性が豊かで、身体の感覚を深く探求することに情熱を持っている。
昨日はセミナーでした。,https://oatcs.net/oat/archives/634,昨日は13時から17時まで（株）セイリンさん主催のセミナー講師をやらせてもらいました。今回で3回目になりますが、日々の経験を理論化してお話をすることの難しさや楽しさを痛感しました。いやいや、zoomでのセミナーってエネル… 続きを読む →,セミナー講師としての経験を通じて、オンラインでのエネルギーのやり取りの難しさを実感しつつ、次回を楽しみにしているという内容。,反省的,疲労,著者は自己成長を重視し、学びを楽しむ姿勢を持った人だと推測される。
頚椎のMAXIS♯3,https://oatcs.net/oat/archives/630,先程の気づきです。今までは3軸方向に自動運動してもらいましたが、今回から可動制限のある方向のみにMAXISを行うようにしてみました。その方が時間も短くて済みますし効果もいいですね。考え方として、もちろん頚椎の可動制限の改… 続きを読む →,自動運動の方向を可動制限のある方向に絞ることで、時間短縮と効果向上を図る新しいアプローチを試みている。,実験的,前向き,著者は常に新しい方法を模索し、改善を目指す探究心の強い人物である。
腰部のMAXIS♯1発見しました‼️,https://oatcs.net/oat/archives/624,先程、腰痛&左側下肢痛（いわゆる脊柱管狭窄症による間欠性跛行）の治療中になんとなく閃いたんです。先ず鍼治療を行い、仕上げにSVOT（この方は左腸骨の前方回旋による長下肢）を行なったのですがふと気づいたんです。SV… 続きを読む →,腰痛と下肢痛の治療において、SVOTや軸圧を用いた新しいアプローチを試みたが、効果はあまり感じられなかったという体験を綴っている。,思索的,挫折,著者は粘り強く研究を続ける姿勢を持ち、試行錯誤を大切にするタイプの人である。
症状の説明って,https://oatcs.net/oat/archives/620,患者さんに現在の症状、それから治療するの意味、理由などを説明させて頂くにあたり難しいなって思うことが時々あります。自分ではこれくらいで十分だろうと思っても実は相手にはかなり不十分で物足りないものでしかも勘違いされていたり… 続きを読む →,患者への説明が難しく、相手の理解を深めるためのコミュニケーションの重要性を感じている。,誠実,悩み,著者は患者の気持ちを重視し、常に改善を目指している真摯な性格を持っている。
MAXIS発見の歴史 ♯1,https://oatcs.net/oat/archives/616,MAXIS発見のきっかけになったのは数年前、五十肩の関節拘縮がひどく改善しづらい患者さんを治療している時でした。筋・筋膜の治療をした後に当時行っていた関節モビリゼーションやSJFという関節手技を使っていたのですが私の治療… 続きを読む →,記事は、五十肩の患者治療中に著者が新たな手技に気づいた経験を述べている。,教訓的,焦燥,著者は自己改善を重視し、患者のために常に新しいアイデアを模索する熱心な治療者である。
頚椎のMAXIS♯2,https://oatcs.net/oat/archives/614,午前中3例の患者さんに頭部のMAXISを行ってみました。注意点は今のところ2つです。一つ目は行う前に軟部組織の状態を一定以上改善しておくこと。これは他の関節手技でも言えることですけどMAXISは疼痛改善よりも可動域改善や… 続きを読む →,頭部のMAXIS施術における注意点として、軟部組織の改善と椎骨動脈の一過性虚血に関する経験を共有しています。,専門的,学び,著者は実践を重視し、さらなる研究に意欲的な姿勢を持っていると推測されます。
立位のSVOT（頚椎のMAXIS♯1）の気づき♯8,https://oatcs.net/oat/archives/611,立位のSVOT（MAXIS）の気づき♯7の続きです。先日2例を行ってみましたがとても好感触な結果でした。今後の展開が楽しみですがこれはSVOTではなくてMAXISだなと思います。術者は患者さんの頭頂部に手掌で軽く載せ、患… 続きを読む →,SVOTの手法を用いた治療に関する好感触な結果と、さらなる研究への意欲が述べられています。,前向き,希望,著者は実践的で探求心旺盛な性格であると推測されます。
「身体が軽くなった」「足がおぼつかない・不安定」,https://oatcs.net/oat/archives/607,このような表現される患者さんに対して自分の中でどのように解釈して、今後どのように生かすかを考えてます。「最近、身体が軽くなったんです」もちろんダイエットしたわけではないです。ではこの「軽さ」の正体とは❓どんなアプローチに… 続きを読む →,患者の身体の軽さや安心感の変化に気づき、基本に立ち返りながら治療法を模索する過程を描いています。,内省的,安堵,著者は自己成長を重視し、プロフェッショナルとしての誠実さを大切にする真剣な姿勢を持っています。
立位のSVOTの気づき♯7,https://oatcs.net/oat/archives/572,♯4の改訂版として投稿です。患者さんに全方向で頚椎の自動運動をしてもらいながら術者は頭頂部から振動を掛け続ける。術者は常に頚椎の椎間関節の脊柱軸を感じながら行うことが大事。これが♯4です。今回はそれだけでは効果が少なかっ… 続きを読む →,頚椎の自動運動と振動または軸圧を用いた治療法についての新たな発見と気づきを述べた記事。,反省的,発見,著者は自らの経験から学ぶことを重視し、プレッシャーを感じる中で新しいアイデアを生み出す柔軟な思考を持つ人。
メンタルと白血球数とCRP数値♯2,https://oatcs.net/oat/archives/569,2021/02/03の投稿の続きです。やはり血液検査の結果はリウマチ因子（＋）でした。前回の投稿から2回治療を行いました。私ができることは、手指関節、肩関節に対してMAXIS、帽状腱膜に101、あくまで疲労回復として下肢… 続きを読む →,リウマチ因子が陽性であることが確認され、治療を行った結果に満足しつつ、ストレスから解放された喜びを語っています。,フレンドリー,安堵,著者は前向きで、患者を思いやる優しさを持った人柄であると推測されます。
頭蓋骨変位について学ぶ♯1（先ずは後頭骨変位について,https://oatcs.net/oat/archives/567,頭蓋骨について学んだことは、帽状腱膜の癒着、クラニアル・セイクラル、顔面部（顎関節）のSVOTぐらい・・・まだまだ知識も手技も足りないですよね　情けない限りです。いつも気になっているですよ自分の苦手とする分野に関して　避… 続きを読む →,著者は頭蓋骨に関する知識や技術が不足していると感じ、自身の苦手分野に挑戦しようと決意している。,自省的,悔しさ,著者は自己改善に対する意欲が強く、挑戦を恐れない性格の持ち主である。
「外反母趾って治りますか」,https://oatcs.net/oat/archives/564,あくまでの私の考えですが、外反母趾は結果だと思っています。よく臨床で「はい、外反母趾ですね」って話がスタートしますよね　そうではないと思うんです。なぜ外反するのか❓なぜ片側だけなるのか❓ヒール履いてないのになぜ❓　それは… 続きを読む →,外反母趾は単なる症状ではなく、他の関節の問題から派生した結果であるため、根本的な原因を治療することが重要だと著者は述べています。,理論的,知的,著者は問題の根本原因を深く探求する姿勢を持ち、理論的なアプローチを重視していると推測されます。
「歩くのが楽になる」とは,https://oatcs.net/oat/archives/562,臨床を行なっていて「最近歩くのが楽になりました」と言ってくださるケースがあります。この「歩くのが楽になる」と言う言葉の意味　改めて考えるとどういう意味なんでしょう。元々痛くて歩けない、歩くと痛くなるとかの訴えがあったわけ… 続きを読む →,歩行が楽になったという患者の言葉の背後にある要因を考察し、歩行時の体の使い方が改善された可能性に言及している。,分析的,安堵,著者は患者の状況に対する理解が深く、改善に向けた思考を持つ思いやりのある人物である。
「リラキシン」と関節矯正の効果判定♯2,https://oatcs.net/oat/archives/560,♯1の続きです。リラキシンは主に月経前や妊娠３か月～産後ヶ月に出ると言われています。と言うことは月経前の関節の緩くなっている時に関節調整・矯正を行った方がより効果的なのではないかと思ったんです。月経前緊張症での腰痛や下腹… 続きを読む →,リラキシンの影響を考慮し、月経前に関節調整や矯正を行うことが効果的であると考えている。,思索的,希望,著者は科学的な視点を持ちながらも、実践的なアプローチを模索する探求心旺盛な性格の持ち主である。
「リラキシン」と関節矯正の効果判定♯1,https://oatcs.net/oat/archives/558,リラキシンは靭帯を緩める作用のあるホルモンで主に恥骨結合を緩めると言われています。私が思う関節調整や矯正の効果って関節を緩めるのではなく、締める作用を期待しています。巷では何でも「ほぐす」とか「柔らかくする」とか「何とか… 続きを読む →,リラキシンの作用と関節治療における「締める」ことの重要性について述べられている。,断定的,反発,著者は治療に対して強い信念を持ち、独自の見解を持つ実践者である。
